_cid,player_name,key_mlbam,year,position,guarantee_total_real_2025,term_start_year,ISI_lb3_lamdba_35,isi_D_days_lb3_lamdba_35,isi_N_stints_lb3_lamdba_35,recency_weighted_days_lb3_lamdba_35,recency_weighted_days_rate_lb3_lamdba_35,durability_days_rate_lb3_lamdba_35,injury_burden_lb3_lamdba_35,any_surgery_flag_lb3_lamdba_35,any_structural_flag_lb3_lamdba_35,any_tier3_plus_flag_lb3_lamdba_35,arm_days_lb3_lamdba_35,arm_share_days_lb3_lamdba_35,isi_window_seasons_avail_lb3_lamdba_35,isi_full_window_flag_lb3_lamdba_35,ISI_lb3_lamdba_5,isi_D_days_lb3_lamdba_5,isi_N_stints_lb3_lamdba_5,recency_weighted_days_lb3_lamdba_5,recency_weighted_days_rate_lb3_lamdba_5,durability_days_rate_lb3_lamdba_5,injury_burden_lb3_lamdba_5,any_surgery_flag_lb3_lamdba_5,any_structural_flag_lb3_lamdba_5,any_tier3_plus_flag_lb3_lamdba_5,arm_days_lb3_lamdba_5,arm_share_days_lb3_lamdba_5,isi_window_seasons_avail_lb3_lamdba_5,isi_full_window_flag_lb3_lamdba_5,ISI_lb3_lamdba_7,isi_D_days_lb3_lamdba_7,isi_N_stints_lb3_lamdba_7,recency_weighted_days_lb3_lamdba_7,recency_weighted_days_rate_lb3_lamdba_7,durability_days_rate_lb3_lamdba_7,injury_burden_lb3_lamdba_7,any_surgery_flag_lb3_lamdba_7,any_structural_flag_lb3_lamdba_7,any_tier3_plus_flag_lb3_lamdba_7,arm_days_lb3_lamdba_7,arm_share_days_lb3_lamdba_7,isi_window_seasons_avail_lb3_lamdba_7,isi_full_window_flag_lb3_lamdba_7,ISI_lb5_lamdba_35,isi_D_days_lb5_lamdba_35,isi_N_stints_lb5_lamdba_35,recency_weighted_days_lb5_lamdba_35,recency_weighted_days_rate_lb5_lamdba_35,durability_days_rate_lb5_lamdba_35,injury_burden_lb5_lamdba_35,any_surgery_flag_lb5_lamdba_35,any_structural_flag_lb5_lamdba_35,any_tier3_plus_flag_lb5_lamdba_35,arm_days_lb5_lamdba_35,arm_share_days_lb5_lamdba_35,isi_window_seasons_avail_lb5_lamdba_35,isi_full_window_flag_lb5_lamdba_35,ISI_lb5_lamdba_5,isi_D_days_lb5_lamdba_5,isi_N_stints_lb5_lamdba_5,recency_weighted_days_lb5_lamdba_5,recency_weighted_days_rate_lb5_lamdba_5,durability_days_rate_lb5_lamdba_5,injury_burden_lb5_lamdba_5,any_surgery_flag_lb5_lamdba_5,any_structural_flag_lb5_lamdba_5,any_tier3_plus_flag_lb5_lamdba_5,arm_days_lb5_lamdba_5,arm_share_days_lb5_lamdba_5,isi_window_seasons_avail_lb5_lamdba_5,isi_full_window_flag_lb5_lamdba_5,ISI_lb5_lamdba_7,isi_D_days_lb5_lamdba_7,isi_N_stints_lb5_lamdba_7,recency_weighted_days_lb5_lamdba_7,recency_weighted_days_rate_lb5_lamdba_7,durability_days_rate_lb5_lamdba_7,injury_burden_lb5_lamdba_7,any_surgery_flag_lb5_lamdba_7,any_structural_flag_lb5_lamdba_7,any_tier_3plus_flag_lb5_lamdba_7,arm_days_lb5_lamdba_7,arm_share_days_lb5_lamdba_7,isi_window_seasons_avail_lb5_lamdba_7,isi_full_window_flag_lb5_lamdba_7
189,"Chavez, Jesse",445926,2024,rhp,,2024,0.119979852,97,1,72.75177099,0.029499378,0.088584475,0.029072643,0,1,0,0,0,3,TRUE,0.117340282,97,1,58.09346908,0.023555732,0.088584475,0.023282577,0,1,0,0,0,3,TRUE,0.114628959,97,1,43.03670039,0.017450515,0.088584475,0.017300003,0,1,0,0,0,3,TRUE,0.146559897,112,2,75.85688428,0.018455063,0.061369863,0.018286835,0,1,0,0,0,4,FALSE,0.144767371,112,2,59.67445744,0.014518074,0.061369863,0.014413696,0,1,0,0,0,4,FALSE,0.143012056,112,2,43.6794823,0.01062669,0.061369863,0.010570624,0,1,0,0,0,4,FALSE
190,"Grossman, Robbie",543257,2024,lf,,2024,0.077425282,12,1,5.252461448,0.002129767,0.010958904,0.002127503,0,0,0,0,0,3,TRUE,0.077068139,12,1,3.60996044,0.001463766,0.010958904,0.001462696,0,0,0,0,0,3,TRUE,0.076759287,12,1,2.189551687,0.000887819,0.010958904,0.000887425,0,0,0,0,0,3,TRUE,0.075361652,12,1,5.252461448,0.00127786,0.006575342,0.001277045,0,0,0,0,0,4,FALSE,0.075147366,12,1,3.60996044,0.00087826,0.006575342,0.000877874,0,0,0,0,0,4,FALSE,0.074962055,12,1,2.189551687,0.000532691,0.006575342,0.00053255,0,0,0,0,0,4,FALSE
191,"Keller, Brad",641745,2024,rhp-s,,2024,0.205664247,117,3,108.6455019,0.044053563,0.106849315,0.043110793,0,1,0,117,1,3,TRUE,0.202480436,117,3,86.75519535,0.035177484,0.106849315,0.034572894,0,1,0,117,1,3,TRUE,0.199210078,117,3,64.26982946,0.026060121,0.106849315,0.025726343,0,1,0,117,1,3,TRUE,0.212617993,153,4,116.0977738,0.028245185,0.083835616,0.027853646,0,1,0,117,0.764705882,4,FALSE,0.210206624,153,4,90.54956744,0.022029615,0.083835616,0.021790469,0,1,0,117,0.764705882,4,FALSE,0.207935958,153,4,65.81250602,0.016011387,0.083835616,0.015884557,0,1,0,117,0.764705882,4,FALSE
192,"Leone, Dominic",608678,2024,rhp,,2024,0.118903283,10,2,4.643634468,0.0018829,0.00913242,0.00188113,0,1,0,2,0.2,3,TRUE,0.118605664,10,2,3.191520185,0.001294097,0.00913242,0.001293261,0,1,0,2,0.2,3,TRUE,0.118348287,10,2,1.935754843,0.00078491,0.00913242,0.000784602,0,1,0,2,0.2,3,TRUE,0.117157661,10,2,4.643634468,0.00112974,0.005479452,0.001129102,0,1,0,2,0.2,4,FALSE,0.116979089,10,2,3.191520185,0.000776458,0.005479452,0.000776157,0,1,0,2,0.2,4,FALSE,0.116824663,10,2,1.935754843,0.000470946,0.005479452,0.000470835,0,1,0,2,0.2,4,FALSE
193,"Moustakas, Mike",519058,2024,3b,,2024,0.330657776,187,10,79.62910939,0.032288,0.170776256,0.031777698,0,1,0,23,0.122994652,3,TRUE,0.325352627,187,10,52.18905084,0.021161609,0.170776256,0.020940812,0,1,0,23,0.122994652,3,TRUE,0.321072319,187,10,30.1652443,0.012231399,0.170776256,0.0121572,0,1,0,23,0.122994652,3,TRUE,0.302710035,205,12,84.18702756,0.020481686,0.112328767,0.020274757,0,1,0,23,0.112195122,4,FALSE,0.299276404,205,12,54.50974414,0.013261562,0.112328767,0.013174397,0,1,0,23,0.112195122,4,FALSE,0.296553994,205,12,31.10876779,0.007568387,0.112328767,0.007539891,0,1,0,23,0.112195122,4,FALSE
194,"Pham, Tommy",502054,2024,of,,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0.079830024,33,1,7.1728117,0.001745058,0.018082192,0.001743538,0,1,0,0,0,4,FALSE,0.079370698,33,1,3.652083131,0.000888508,0.018082192,0.000888113,0,1,0,0,0,4,FALSE,0.079087951,33,1,1.484826196,0.00036124,0.018082192,0.000361175,0,1,0,0,0,4,FALSE
195,"Pillar, Kevin",607680,2024,cf,,2024,0.181482936,137,2,92.85438492,0.037650583,0.125114155,0.036959103,1,1,1,123,0.897810219,3,TRUE,0.17743871,137,2,63.4044214,0.025709216,0.125114155,0.025384291,1,1,1,123,0.897810219,3,TRUE,0.173993363,137,2,38.17587266,0.015479547,0.125114155,0.015360961,1,1,1,123,0.897810219,3,TRUE,0.154705453,137,2,92.85438492,0.02259035,0.075068493,0.022338967,1,1,1,123,0.897810219,4,FALSE,0.152278917,137,2,63.4044214,0.015425529,0.075068493,0.015307765,1,1,1,123,0.897810219,4,FALSE,0.150211709,137,2,38.17587266,0.009287728,0.075068493,0.009244863,1,1,1,123,0.897810219,4,FALSE
196,"Shaw, Bryan",543766,2024,rhp,,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
197,"Alberto, Hanser",593643,2023,2b,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
198,"Hamilton, Billy",559139,2023,cf,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
199,"Cueto, Johnny",456501,2022,rhp-s,,2022,0.203060949,73,4,50.99207241,0.020676258,0.066666667,0.020465406,0,0,0,30,0.410958904,2,FALSE,0.201074469,73,4,40.71799685,0.016510328,0.066666667,0.016375514,0,0,0,30,0.410958904,2,FALSE,0.199033989,73,4,30.16463397,0.012231151,0.066666667,0.012156955,0,0,0,30,0.410958904,2,FALSE,0.188955344,73,4,50.99207241,0.012405755,0.04,0.012329434,0,0,0,30,0.410958904,2,FALSE,0.187763455,73,4,40.71799685,0.009906197,0.04,0.009857452,0,0,0,30,0.410958904,2,FALSE,0.186539167,73,4,30.16463397,0.007338691,0.04,0.007311894,0,0,0,30,0.410958904,2,FALSE
200,"Detwiler, Ross",446321,2020,lhp-s,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
201,"Castellanos, Nick",592206,2020,3b,79507373.5,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
202,"Moustakas, Mike",519058,2020,3b,79507373.5,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
203,"Candelario, Jeimer",600869,2024,3b,46130296.32,2024,0.160396446,35,3,19.13422825,0.007758544,0.03196347,0.007728601,0,0,0,15,0.428571429,3,TRUE,0.159405231,35,3,14.29678411,0.005797058,0.03196347,0.00578032,0,0,0,15,0.428571429,3,TRUE,0.158484068,35,3,9.800317192,0.003973831,0.03196347,0.003965956,0,0,0,15,0.428571429,3,TRUE,0.178244346,39,4,20.04506149,0.004876721,0.021369863,0.004864869,0,0,0,15,0.384615385,4,FALSE,0.177593941,39,4,14.7605407,0.003591061,0.021369863,0.003584629,0,0,0,15,0.384615385,4,FALSE,0.177006971,39,4,9.988866551,0.002430171,0.021369863,0.002427222,0,0,0,15,0.384615385,4,FALSE
204,"Martinez, Nick",607259,2024,rhp-s,26653060.1,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
205,"Martinez, Nick",607259,2025,rhp-s,21050000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
206,"Pagán, Emilio",641941,2024,rhp,16401883.14,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0.07497364,11,1,3.0245356,0.000735833,0.006027397,0.000735562,0,1,0,11,1,4,FALSE,0.074820531,11,1,1.53996172,0.000374654,0.006027397,0.000374584,0,1,0,11,1,4,FALSE,0.074726282,11,1,0.626101713,0.000152323,0.006027397,0.000152311,0,1,0,11,1,4,FALSE
207,"Montas, Frankie",593423,2024,rhp-s,16401883.14,2024,0.247663767,240,2,267.1184117,0.108311136,0.219178082,0.102837357,1,1,1,240,1,3,TRUE,0.241081875,240,2,211.8427145,0.085897954,0.219178082,0.082407252,1,1,1,240,1,3,TRUE,0.234417731,240,2,155.7290506,0.063144993,0.219178082,0.06123149,1,1,1,240,1,3,TRUE,0.194413951,240,2,267.1184117,0.064986681,0.131506849,0.062962293,1,1,1,240,1,4,FALSE,0.190464816,240,2,211.8427145,0.051538772,0.131506849,0.050254589,1,1,1,240,1,4,FALSE,0.186466329,240,2,155.7290506,0.037886996,0.131506849,0.037186912,1,1,1,240,1,4,FALSE
208,"Miley, Wade",489119,2020,lhp-s,18634540.67,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
209,"Myers, Wil",571976,2023,rf-1b,7915313.49,2023,0.210990628,89,4,64.07277168,0.025980218,0.081278539,0.025648466,0,1,0,0,0,3,TRUE,0.208537975,89,4,50.53334034,0.020490252,0.081278539,0.020283151,0,1,0,0,0,3,TRUE,0.206084816,89,4,36.92308302,0.014971566,0.081278539,0.014860599,0,1,0,0,0,3,TRUE,0.193713151,89,4,64.07277168,0.015588131,0.048767123,0.015467884,0,1,0,0,0,3,FALSE,0.192241559,89,4,50.53334034,0.012294151,0.048767123,0.012219192,0,1,0,0,0,3,FALSE,0.190769664,89,4,36.92308302,0.00898294,0.048767123,0.008942833,0,1,0,0,0,3,FALSE
210,"Pham, Tommy",502054,2022,lf,8242035.255,2022,0.086453664,33,1,14.44426898,0.00585686,0.030136986,0.005839775,0,1,0,0,0,2,FALSE,0.08547152,33,1,9.927391211,0.004025357,0.030136986,0.004017277,0,1,0,0,0,2,FALSE,0.084622178,33,1,6.021267141,0.002441503,0.030136986,0.002438527,0,1,0,0,0,2,FALSE,0.080778681,33,1,14.44426898,0.003514116,0.018082192,0.003507956,0,1,0,0,0,2,FALSE,0.080189395,33,1,9.927391211,0.002415214,0.018082192,0.002412302,0,1,0,0,0,2,FALSE,0.07967979,33,1,6.021267141,0.001464902,0.018082192,0.00146383,0,1,0,0,0,2,FALSE
211,"Solano, Donovan",456781,2022,2b-3b,4945221.153,2022,0.13820192,50,2,32.06230075,0.013000617,0.0456621,0.012916834,0,0,0,0,0,2,FALSE,0.136841317,50,2,25.60226716,0.010381204,0.0456621,0.010327689,0,0,0,0,0,2,FALSE,0.135443728,50,2,18.966626,0.007690585,0.0456621,0.007661163,0,0,0,0,0,2,FALSE,0.128736843,50,2,32.06230075,0.00780037,0.02739726,0.007770105,0,0,0,0,0,2,FALSE,0.127920481,50,2,25.60226716,0.006228722,0.02739726,0.006209404,0,0,0,0,0,2,FALSE,0.127081928,50,2,18.966626,0.004614351,0.02739726,0.004603737,0,0,0,0,0,2,FALSE
212,"Casali, Curt",592200,2023,c,3429969.179,2023,0.171555148,59,3,33.34061945,0.01351895,0.053881279,0.013428384,0,0,0,0,0,3,TRUE,0.169916489,59,3,26.02026365,0.010550693,0.053881279,0.010495423,0,0,0,0,0,3,TRUE,0.168296117,59,3,18.77612302,0.00761334,0.053881279,0.007584504,0,0,0,0,0,3,TRUE,0.160746054,59,3,33.34061945,0.00811137,0.032328767,0.008078649,0,0,0,0,0,3,FALSE,0.159762858,59,3,26.02026365,0.006330416,0.032328767,0.006310463,0,0,0,0,0,3,FALSE,0.158790636,59,3,18.77612302,0.004568004,0.032328767,0.004557602,0,0,0,0,0,3,FALSE
213,"Suter, Brent",608718,2024,lhp,3075353.088,2024,0.085743631,29,1,17.15510557,0.00695605,0.026484018,0.006931968,0,0,0,0,0,3,TRUE,0.084954481,29,1,13.69863003,0.005554519,0.026484018,0.005539149,0,0,0,0,0,3,TRUE,0.08414388,29,1,10.14819472,0.004114889,0.026484018,0.004106446,0,0,0,0,0,3,TRUE,0.080352661,29,1,17.15510557,0.00417363,0.015890411,0.004164944,0,0,0,0,0,4,FALSE,0.079879171,29,1,13.69863003,0.003332711,0.015890411,0.00332717,0,0,0,0,0,4,FALSE,0.07939281,29,1,10.14819472,0.002468933,0.015890411,0.00246589,0,0,0,0,0,4,FALSE
214,"Suter, Brent",608718,2025,lhp,2500000,2025,0.148646596,73,2,45.92596541,0.018622054,0.066666667,0.018450786,0,0,0,44,0.602739726,3,TRUE,0.146586169,73,2,35.32800593,0.014324795,0.066666667,0.014223164,0,0,0,44,0.602739726,3,TRUE,0.1446099,73,2,25.05588361,0.010159656,0.066666667,0.010108394,0,0,0,44,0.602739726,3,TRUE,0.135003648,73,2,45.92596541,0.011173232,0.04,0.011111273,0,0,0,44,0.602739726,5,TRUE,0.133767393,73,2,35.32800593,0.008594877,0.04,0.008558151,0,0,0,44,0.602739726,5,TRUE,0.132581631,73,2,25.05588361,0.006095794,0.04,0.006077289,0,0,0,44,0.602739726,5,TRUE
215,"Farmer, Buck",571656,2024,rhp,2306514.816,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0.074820931,11,1,2.504791387,0.000609385,0.006027397,0.0006092,0,0,0,0,0,4,FALSE,0.074667823,11,1,1.275330617,0.000310273,0.006027397,0.000310224,0,0,0,0,0,4,FALSE,0.074573574,11,1,0.518510735,0.000126147,0.006027397,0.000126139,0,0,0,0,0,4,FALSE
216,"Strickland, Hunter",519326,2022,rhp,2005561.912,2022,0.076448856,9,1,5.323998279,0.002158774,0.008219178,0.002156447,0,0,0,0,0,2,FALSE,0.076203947,9,1,4.251298975,0.001723816,0.008219178,0.001722332,0,0,0,0,0,2,FALSE,0.075952381,9,1,3.149439742,0.001277034,0.008219178,0.00127622,0,0,0,0,0,2,FALSE,0.074775796,9,1,5.323998279,0.001295264,0.004931507,0.001294426,0,0,0,0,0,2,FALSE,0.074628851,9,1,4.251298975,0.00103429,0.004931507,0.001033755,0,0,0,0,0,2,FALSE,0.074477911,9,1,3.149439742,0.000766221,0.004931507,0.000765927,0,0,0,0,0,2,FALSE
217,"Strop, Pedro",467008,2020,rhp,2267202.448,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
218,"Doolittle, Sean",448281,2021,lhp-c,1780158.353,2021,0.130872741,34,2,23.21973116,0.009415133,0.031050228,0.009371087,0,1,0,0,0,1,FALSE,0.129947531,34,2,18.54133193,0.007518137,0.031050228,0.007490016,0,1,0,0,0,1,FALSE,0.12899717,34,2,13.73575653,0.005569573,0.031050228,0.00555412,0,1,0,0,0,1,FALSE,0.124339335,34,2,23.21973116,0.00564908,0.018630137,0.005633184,0,1,0,0,0,1,FALSE,0.123784209,34,2,18.54133193,0.004510882,0.018630137,0.004500738,0,1,0,0,0,1,FALSE,0.123213993,34,2,13.73575653,0.003341744,0.018630137,0.003336172,0,1,0,0,0,1,FALSE
219,"Miley, Wade",489119,2025,lhp-s,,2025,0.442259608,448,7,362.1121809,0.146829196,0.40913242,0.137000913,1,1,1,416,0.928571429,3,TRUE,0.429893689,448,7,270.6363268,0.109737579,0.40913242,0.104123572,1,1,1,416,0.928571429,3,TRUE,0.418907583,448,7,187.1214203,0.075873967,0.40913242,0.073133324,1,1,1,416,0.928571429,3,TRUE,0.397982069,503,11,372.4081284,0.090602397,0.275616438,0.086730201,1,1,1,443,0.880715706,5,TRUE,0.389912784,503,11,275.3333553,0.066985278,0.275616438,0.064837174,1,1,1,443,0.880715706,5,TRUE,0.382967088,503,11,188.7827992,0.045928574,0.275616438,0.044905078,1,1,1,443,0.880715706,5,TRUE
220,"Kemp, Tony",643393,2024,2b,,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
221,"Anderson, Chase",502624,2023,rhp-s,,2023,0.204282113,87,4,34.07905067,0.013818369,0.079452055,0.013723765,0,1,0,11,0.126436782,3,TRUE,0.201763877,87,4,22.57848892,0.009155122,0.079452055,0.009113468,0,1,0,11,0.126436782,3,TRUE,0.199697651,87,4,13.12137664,0.005320454,0.079452055,0.00530635,0,1,0,11,0.126436782,3,TRUE,0.189688042,87,4,34.07905067,0.008291021,0.047671233,0.008256839,0,1,0,11,0.126436782,3,FALSE,0.1881771,87,4,22.57848892,0.005493073,0.047671233,0.005478042,0,1,0,11,0.126436782,3,FALSE,0.186937365,87,4,13.12137664,0.003192272,0.047671233,0.003187188,0,1,0,11,0.126436782,3,FALSE
222,"Norris, Daniel",,2023,lhp,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
223,"Pinder, Chad",640461,2023,2b-of,,2023,0.214512414,108,4,48.65636588,0.019729176,0.098630137,0.019537079,0,1,0,0,0,3,TRUE,0.2113566,108,4,33.7131158,0.013669989,0.098630137,0.013577398,0,1,0,0,0,3,TRUE,0.208643483,108,4,20.83648218,0.008448774,0.098630137,0.008413283,0,1,0,0,0,3,TRUE,0.195826222,108,4,48.65636588,0.011837506,0.059178082,0.011767991,0,1,0,0,0,3,FALSE,0.193932734,108,4,33.7131158,0.008201994,0.059178082,0.00816854,0,1,0,0,0,3,FALSE,0.192304864,108,4,20.83648218,0.005069264,0.059178082,0.005056459,0,1,0,0,0,3,FALSE
224,"Romine, Austin",519222,2023,c,,2023,0.207806214,148,3,63.32134079,0.025675528,0.135159817,0.025351447,0,0,0,0,0,3,TRUE,0.203401449,148,3,43.52007864,0.017646515,0.135159817,0.017492623,0,0,0,0,0,3,TRUE,0.199592279,148,3,26.39626201,0.010703153,0.135159817,0.010646279,0,0,0,0,0,3,TRUE,0.182496693,148,3,63.32134079,0.015405317,0.08109589,0.01528786,0,0,0,0,0,3,FALSE,0.179853835,148,3,43.52007864,0.010587909,0.08109589,0.01053225,0,0,0,0,0,3,FALSE,0.177568332,148,3,26.39626201,0.006421892,0.08109589,0.006401359,0,0,0,0,0,3,FALSE
225,"Detwiler, Ross",446321,2022,lhp,,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
226,"Gordon, Dee",,2021,2b-cf,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
227,"Jones, Nate",680482,2020,rhp,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
228,"Bell, Josh",458679,2023,1b-rf,34827379.36,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
229,"Bieber, Shane",669456,2025,rhp-s,26000000,2025,0.251912138,246,2,276.906214,0.112279892,0.224657534,0.106411866,1,1,1,246,1,3,TRUE,0.245026732,246,2,215.6553421,0.087443897,0.224657534,0.083829894,1,1,1,246,1,3,TRUE,0.238316654,246,2,155.2318111,0.062943373,0.224657534,0.061041827,1,1,1,246,1,3,TRUE,0.252130603,349,3,304.6245253,0.074111465,0.191232877,0.071493776,1,1,1,349,1,5,TRUE,0.246565707,349,3,229.7682982,0.05589985,0.191232877,0.054393342,1,1,1,349,1,5,TRUE,0.241657147,349,3,160.9697109,0.039161985,0.191232877,0.038414605,1,1,1,349,1,5,TRUE
230,"Santana, Carlos",,2025,1b-dh,12000000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
231,"Sewald, Paul",623149,2025,rhp-c,7000000,2025,0.179191788,74,3,45.60338003,0.018491252,0.067579909,0.018322368,0,1,0,0,0,3,TRUE,0.177176825,74,3,35.90115748,0.014557196,0.067579909,0.014452257,0,1,0,0,0,3,TRUE,0.175164247,74,3,26.23749637,0.010638776,0.067579909,0.010582583,0,1,0,0,0,3,TRUE,0.165328038,74,3,45.60338003,0.011094751,0.040547945,0.011033656,0,1,0,0,0,5,TRUE,0.164119061,74,3,35.90115748,0.008734318,0.040547945,0.008696394,0,1,0,0,0,5,TRUE,0.162911514,74,3,26.23749637,0.006383266,0.040547945,0.006362979,0,1,0,0,0,5,TRUE
